"1",11.5038647537346,127,2023-03-28 11:03:21,2023-03-28 11:04:06
"2",11.5266413994577,127,2023-03-28 11:03:21,2023-03-28 11:04:06
"1",12.3139811274948,2,2023-03-28 11:02:42,2023-03-28 11:04:47
"2",7.97123335846976,2,2023-03-28 11:02:42,2023-03-28 11:04:47
"1",10.3428420466095,107,2023-03-28 11:03:37,2023-03-28 11:06:48
"2",10.5530732687625,107,2023-03-28 11:03:37,2023-03-28 11:06:48
"1",8.03488140282026,3,2023-03-28 11:14:15,2023-03-28 11:17:22
"2",7.51802813690662,3,2023-03-28 11:14:15,2023-03-28 11:17:22
"1",7.83413230062505,5,2023-03-28 11:11:07,2023-03-28 11:21:19
"2",7.05164385737738,5,2023-03-28 11:11:07,2023-03-28 11:21:19
"1",7.91401955799501,4,2023-03-28 11:19:03,2023-03-28 11:30:52
"2",7.19732296868844,4,2023-03-28 11:19:03,2023-03-28 11:30:52
"1",8.82613194046041,8,2023-03-28 11:24:24,2023-03-28 12:06:32
"2",6.73535151174879,8,2023-03-28 11:24:24,2023-03-28 12:06:32
"1",7.82661104383393,6,2023-03-28 11:23:38,2023-03-28 12:07:26
"2",6.93569404463116,6,2023-03-28 11:23:38,2023-03-28 12:07:26
"1",7.8528457762192,7,2023-03-28 12:08:15,2023-03-28 12:38:44
"2",6.86294184431324,7,2023-03-28 12:08:15,2023-03-28 12:38:44
"1",7.63328308063348,11,2023-03-28 11:02:49,2023-03-28 13:08:25
"2",6.53998136503518,11,2023-03-28 11:02:49,2023-03-28 13:08:25
"1",8.01478694680329,9,2023-03-28 12:07:49,2023-03-28 14:02:39
"2",6.63216419093763,9,2023-03-28 12:07:49,2023-03-28 14:02:39
"1",12.0888002437641,133,2023-03-28 11:25:23,2023-03-28 14:03:04
"2",11.5839191209004,133,2023-03-28 11:25:23,2023-03-28 14:03:04
"1",7.96040754763826,14,2023-03-28 11:02:12,2023-03-28 14:15:43
"2",6.4080691794768,14,2023-03-28 11:02:12,2023-03-28 14:15:43
"1",7.83439425392211,17,2023-03-28 11:02:17,2023-03-28 15:25:38
"2",6.346436961079,17,2023-03-28 11:02:17,2023-03-28 15:25:38
"1",7.15773226556359,15,2023-03-28 14:17:22,2023-03-28 15:55:41
"2",6.38427809824521,15,2023-03-28 14:17:22,2023-03-28 15:55:41
"1",7.58098229682288,12,2023-03-28 13:09:49,2023-03-28 16:02:43
"2",6.48399849452973,12,2023-03-28 13:09:49,2023-03-28 16:02:43
"1",7.464036310628,10,2023-03-28 14:03:47,2023-03-28 16:10:51
"2",6.58206191739031,10,2023-03-28 14:03:47,2023-03-28 16:10:51
"1",12.0877288228329,134,2023-03-28 14:04:39,2023-03-28 16:24:26
"2",11.8815198643977,134,2023-03-28 14:04:39,2023-03-28 16:24:26
"1",11.8319345381672,130,2023-03-28 11:24:51,2023-03-28 16:43:54
"2",11.4329229808576,130,2023-03-28 11:24:51,2023-03-28 16:43:54
"1",11.7873462001093,128,2023-03-28 11:14:15,2023-03-28 17:00:28
"2",11.2155465700287,128,2023-03-28 11:14:15,2023-03-28 17:00:28
"1",7.47671555013198,19,2023-03-28 11:24:57,2023-03-28 17:16:33
"2",6.32986264910939,19,2023-03-28 11:24:57,2023-03-28 17:16:33
"1",7.55335843256264,18,2023-03-28 15:27:13,2023-03-28 17:17:45
"2",6.34142513388341,18,2023-03-28 15:27:13,2023-03-28 17:17:45
"1",12.1375602629247,135,2023-03-28 16:27:06,2023-03-28 17:35:59
"2",11.9560558415849,135,2023-03-28 16:27:06,2023-03-28 17:35:59
"1",7.72770721494048,22,2023-03-28 11:03:37,2023-03-28 18:00:26
"2",6.29928138746189,22,2023-03-28 11:03:37,2023-03-28 18:00:26
"1",11.5399442530986,124,2023-03-28 11:21:55,2023-03-28 18:08:01
"2",10.9469086299454,124,2023-03-28 11:21:55,2023-03-28 18:08:01
"1",7.11274433952846,13,2023-03-28 16:05:43,2023-03-28 19:13:12
"2",6.43940570114224,13,2023-03-28 16:05:43,2023-03-28 19:13:12
"1",7.74562730009182,25,2023-03-28 11:02:10,2023-03-28 19:25:12
"2",6.29446704698832,25,2023-03-28 11:02:10,2023-03-28 19:25:12
"1",8.22331669027077,16,2023-03-28 15:57:05,2023-03-28 20:13:30
"2",6.3666650092323,16,2023-03-28 15:57:05,2023-03-28 20:13:30
"1",7.57113280134029,28,2023-03-28 11:02:18,2023-03-28 20:38:38
"2",6.30362924763122,28,2023-03-28 11:02:18,2023-03-28 20:38:38
"1",7.67842657266824,31,2023-03-28 11:25:15,2023-03-28 22:36:17
"2",6.29222652881244,31,2023-03-28 11:25:15,2023-03-28 22:36:17
"1",7.04082847022183,20,2023-03-28 17:17:52,2023-03-28 22:55:56
"2",6.30746970262631,20,2023-03-28 17:17:52,2023-03-28 22:55:56
"1",7.9406887014792,34,2023-03-28 11:19:04,2023-03-29 00:41:36
"2",6.2915721063974,34,2023-03-28 11:19:04,2023-03-29 00:41:36
"1",7.23862677369366,36,2023-03-28 11:23:34,2023-03-29 01:07:35
"2",6.29449796947796,36,2023-03-28 11:23:34,2023-03-29 01:07:35
"1",7.78092059012477,23,2023-03-28 18:01:37,2023-03-29 01:18:50
"2",6.29538874872357,23,2023-03-28 18:01:37,2023-03-29 01:18:50
"1",11.9118143471414,131,2023-03-28 16:45:11,2023-03-29 01:41:27
"2",11.4383655050106,131,2023-03-28 16:45:11,2023-03-29 01:41:27
"1",7.41639762789838,39,2023-03-28 11:24:28,2023-03-29 02:04:50
"2",6.30249350175361,39,2023-03-28 11:24:28,2023-03-29 02:04:50
"1",7.80682114337928,42,2023-03-28 11:04:51,2023-03-29 03:23:06
"2",6.29270776073807,42,2023-03-28 11:04:51,2023-03-29 03:23:06
"1",7.11295616127715,26,2023-03-28 19:27:13,2023-03-29 03:45:19
"2",6.29158840209651,26,2023-03-28 19:27:13,2023-03-29 03:45:19
"1",11.9605505285383,132,2023-03-29 01:43:12,2023-03-29 04:03:50
"2",11.5617958199223,132,2023-03-29 01:43:12,2023-03-29 04:03:50
"1",11.7445948758621,129,2023-03-28 17:02:27,2023-03-29 04:30:09
"2",11.2951894922321,129,2023-03-28 17:02:27,2023-03-29 04:30:09
"1",7.73942841528062,45,2023-03-28 11:23:42,2023-03-29 04:42:31
"2",6.29767190574796,45,2023-03-28 11:23:42,2023-03-29 04:42:31
"1",7.11873378727286,21,2023-03-28 22:57:54,2023-03-29 05:04:36
"2",6.30124219345584,21,2023-03-28 22:57:54,2023-03-29 05:04:36
"1",11.5085874016808,122,2023-03-28 11:02:05,2023-03-29 05:52:42
"2",10.7997323309827,122,2023-03-28 11:02:05,2023-03-29 05:52:42
"1",11.4125309177408,123,2023-03-29 05:54:18,2023-03-29 05:56:22
"2",11.5192371692862,123,2023-03-29 05:54:18,2023-03-29 05:56:22
"1",7.7473697497799,29,2023-03-28 20:40:33,2023-03-29 06:25:38
"2",6.29440729022313,29,2023-03-28 20:40:33,2023-03-29 06:25:38
"1",8.43154096589852,48,2023-03-28 11:25:05,2023-03-29 06:28:12
"2",6.29443441066505,48,2023-03-28 11:25:05,2023-03-29 06:28:12
"1",8.13581225527548,51,2023-03-28 11:20:46,2023-03-29 07:15:11
"2",6.29339981141467,51,2023-03-28 11:20:46,2023-03-29 07:15:11
"1",7.7007520098966,24,2023-03-29 01:20:19,2023-03-29 08:23:28
"2",6.29902623678755,24,2023-03-29 01:20:19,2023-03-29 08:23:28
"1",8.43592647938017,53,2023-03-28 11:20:45,2023-03-29 08:43:06
"2",6.29155092044679,53,2023-03-28 11:20:45,2023-03-29 08:43:06
