"2",6.15515270304916,42,2023-03-18 17:18:12
"1",6.55921236315922,43,2023-03-18 17:38:07
"2",6.15270066627805,43,2023-03-18 17:38:07
"1",6.63946600007577,44,2023-03-18 17:49:20
"2",6.15024074469224,44,2023-03-18 17:49:20
"1",6.82469582061169,45,2023-03-18 18:06:32
"2",6.14869631830522,45,2023-03-18 18:06:32
"1",7.05836459988675,46,2023-03-18 18:21:10
"2",6.14649736755296,46,2023-03-18 18:21:10
"1",6.77370640640516,47,2023-03-18 18:50:15
"2",6.14486158010575,47,2023-03-18 18:50:15
"1",6.57772678900903,48,2023-03-18 19:10:28
"2",6.14306092132536,48,2023-03-18 19:10:28
"1",6.8880938919755,49,2023-03-18 19:33:19
"2",6.14124427202966,49,2023-03-18 19:33:19
"1",6.99573389663598,50,2023-03-18 19:41:13
"2",6.14653198247998,50,2023-03-18 19:41:13
