"1",9,142427.439142533,488747.702703131,102,2023-03-21 12:09:37
"2",54,108909.18432252,479002.479113897,102,2023-03-21 12:09:37
"3",61,116364.72763202,474669.438869123,102,2023-03-21 12:09:37
"4",128,140570.838140262,486289.841995034,102,2023-03-21 12:09:37
"5",112,122181.69896387,490110.884010082,102,2023-03-21 12:09:37
"6",84,112811.581114865,484677.502415669,102,2023-03-21 12:09:37
"7",17,102700.325385563,474176.771369771,102,2023-03-21 12:09:37
"8",2,128235.149064336,473680.514670731,102,2023-03-21 12:09:37
"9",41,115267.820740409,473289.399887944,102,2023-03-21 12:09:37
"10",117,121317.002400697,490550.600090948,102,2023-03-21 12:09:37
"11",82,111999.362448513,484406.000718918,102,2023-03-21 12:09:37
"12",91,129423.687580882,483621.597530358,102,2023-03-21 12:09:37
"13",24,114331.542225555,489611.953886131,102,2023-03-21 12:09:37
"14",103,112079.391225501,478293.708590769,102,2023-03-21 12:09:37
"15",137,98973.1398523112,474294.019328011,102,2023-03-21 12:09:37
"16",125,105873.436366559,508214.833642862,102,2023-03-21 12:09:37
"17",52,124354.242833215,488815.818822585,102,2023-03-21 12:09:37
"18",97,131728.775110259,476037.180232516,102,2023-03-21 12:09:37
"19",29,117792.204647183,490345.686272537,102,2023-03-21 12:09:37
"20",131,98621.106654951,478719.749856948,102,2023-03-21 12:09:37
"21",36,100729.274249417,497588.049980207,102,2023-03-21 12:09:37
"22",86,140161.286988615,472431.594033193,102,2023-03-21 12:09:37
"23",118,121544.741374185,490723.29151316,102,2023-03-21 12:09:37
"24",126,142342.644399513,486078.763252126,102,2023-03-21 12:09:37
"25",10,140714.98716778,484867.305882532,102,2023-03-21 12:09:37
"26",7,141028.560058699,486090.857788347,102,2023-03-21 12:09:37
"27",43,112553.759755316,489824.728065746,102,2023-03-21 12:09:37
"28",22,103386.502859343,483073.438901748,102,2023-03-21 12:09:37
"29",23,131023.291177774,497889.59213578,102,2023-03-21 12:09:37
"30",58,121575.54283732,478546.063967603,102,2023-03-21 12:09:37
"31",123,118314.499348723,507057.309500317,102,2023-03-21 12:09:37
"32",40,114173.881211947,482728.364432538,102,2023-03-21 12:09:37
"33",87,125020.220828557,483277.350837101,102,2023-03-21 12:09:37
"34",100,119534.686144058,490019.423215975,102,2023-03-21 12:09:37
"35",53,124496.1169894,479381.961549494,102,2023-03-21 12:09:37
"36",95,114954.479077885,481837.818121311,102,2023-03-21 12:09:37
"37",15,112619.5509059,485883.307638518,102,2023-03-21 12:09:37
"38",113,121917.662108738,489519.277440156,102,2023-03-21 12:09:37
"39",132,102716.091322627,468813.00424151,102,2023-03-21 12:09:37
"40",88,112618.716667783,500073.875606481,102,2023-03-21 12:09:37
"41",31,109622.861042809,478463.469386343,102,2023-03-21 12:09:37
"42",8,141360.324445366,486242.724311418,102,2023-03-21 12:09:37
"43",71,136791.669376403,474551.736589376,102,2023-03-21 12:09:37
"44",96,138160.797306709,467511.314944,102,2023-03-21 12:09:37
"45",27,107658.119327709,477594.663820625,102,2023-03-21 12:09:37
"46",34,133314.226406408,500375.796645221,102,2023-03-21 12:09:37
"47",3,123654.001733918,468803.085726736,102,2023-03-21 12:09:37
"48",77,107728.682205121,480877.811037679,102,2023-03-21 12:09:37
"49",105,104096.193994997,475471.552316378,102,2023-03-21 12:09:37
"50",32,106438.394526679,484879.583230107,102,2023-03-21 12:09:37
"51",16,123447.023552009,482204.616933276,102,2023-03-21 12:09:37
"52",79,140924.578544469,471237.635401286,102,2023-03-21 12:09:37
"53",45,113924.72858266,475974.006561893,102,2023-03-21 12:09:37
"54",73,114270.742867919,474341.640996016,102,2023-03-21 12:09:37
"55",59,117548.917561682,477553.705346749,102,2023-03-21 12:09:37
"56",28,120117.584574408,490054.2618772,102,2023-03-21 12:09:37
"57",83,141487.70222845,470471.078722877,102,2023-03-21 12:09:37
"58",33,140344.134894995,475618.245031384,102,2023-03-21 12:09:37
"59",72,136252.227743275,468994.247021433,102,2023-03-21 12:09:37
"60",127,141511.904144158,484845.981564927,102,2023-03-21 12:09:37
"61",4,129052.499489366,470344.310146926,102,2023-03-21 12:09:37
"62",110,116454.139153539,477806.313125804,102,2023-03-21 12:09:37
"63",119,117014.554170769,489446.590111456,102,2023-03-21 12:09:37
"64",46,115157.397026792,475002.611124429,102,2023-03-21 12:09:37
"65",68,116544.195909711,497963.959521321,102,2023-03-21 12:09:37
"66",138,106723.7377843,470974.080127279,102,2023-03-21 12:09:37
"67",111,112954.003972169,482996.066077631,102,2023-03-21 12:09:37
"68",114,123746.639984684,483455.035800626,102,2023-03-21 12:09:37
"69",80,99321.2717320115,474281.028132973,102,2023-03-21 12:09:37
"70",57,112519.266280455,484597.923075912,102,2023-03-21 12:09:37
"71",60,118032.727402552,483972.249011231,102,2023-03-21 12:09:37
"72",12,117432.655908806,471663.923508076,102,2023-03-21 12:09:37
"73",76,125477.448187033,496827.386678172,102,2023-03-21 12:09:37
"74",42,113935.644689105,486023.924884303,102,2023-03-21 12:09:37
"75",1,127087.672049489,476510.411093444,102,2023-03-21 12:09:37
"76",108,116173.763896862,495607.24414738,102,2023-03-21 12:09:37
"77",104,120088.677443861,493862.888912153,102,2023-03-21 12:09:37
"78",116,119918.176199225,491748.335830436,102,2023-03-21 12:09:37
"79",106,127505.27237109,482720.010437689,102,2023-03-21 12:09:37
"80",50,119091.985672866,488448.918530502,102,2023-03-21 12:09:37
"81",109,126475.129162688,482668.621182405,102,2023-03-21 12:09:37
"82",49,119512.224646758,488151.35056641,102,2023-03-21 12:09:37
"83",94,115908.673710578,495424.610536082,102,2023-03-21 12:09:37
"84",69,113137.877126865,473098.665346641,102,2023-03-21 12:09:37
"85",93,141526.509236242,470237.077308136,102,2023-03-21 12:09:37
"86",75,116411.750869601,494251.330796193,102,2023-03-21 12:09:37
"87",64,120407.688727666,493363.347655232,102,2023-03-21 12:09:37
"88",11,139818.223043058,484098.441605797,102,2023-03-21 12:09:37
"89",38,114646.432714991,484058.779594615,102,2023-03-21 12:09:37
"90",26,118529.486618865,490042.287371942,102,2023-03-21 12:09:37
"91",19,123451.394355,482845.8720348,102,2023-03-21 12:09:37
"92",78,134132.398759791,501709.317488344,102,2023-03-21 12:09:37
"93",92,131488.488878471,503160.076234244,102,2023-03-21 12:09:37
"94",39,128446.307458123,493851.795091652,102,2023-03-21 12:09:37
"95",35,115906.541174857,472905.031400537,102,2023-03-21 12:09:37
"96",6,140147.300717179,485147.303894847,102,2023-03-21 12:09:37
"97",48,120604.109166065,491229.41255693,102,2023-03-21 12:09:37
"98",115,122994.742906218,483239.251542573,102,2023-03-21 12:09:37
"99",55,123536.534381942,488605.656559882,102,2023-03-21 12:09:37
"100",135,110501.299623254,467458.375484502,102,2023-03-21 12:09:37
"101",51,127047.813152567,486208.050121874,102,2023-03-21 12:09:37
"102",74,107022.816699649,478442.079038763,102,2023-03-21 12:09:37
"1",11,139818.189206914,484098.756160728,37,2023-03-21 12:55:31
"2",59,117548.879146552,477557.325981663,37,2023-03-21 12:55:31
"3",60,118032.750306528,483977.639306063,37,2023-03-21 12:55:31
"4",53,124496.200341437,479383.76149248,37,2023-03-21 12:55:31
"5",138,106723.767352402,470973.032065464,37,2023-03-21 12:55:31
"6",80,99321.3717378808,474281.330432849,37,2023-03-21 12:55:31
"7",76,125477.401235147,496829.930468008,37,2023-03-21 12:55:31
"8",22,103386.47824304,483073.788115652,37,2023-03-21 12:55:31
"9",17,102700.309698189,474175.804574257,37,2023-03-21 12:55:31
"10",15,112619.567657381,485886.734545129,37,2023-03-21 12:55:31
"11",109,126475.124678046,482670.419819398,37,2023-03-21 12:55:31
"12",94,115908.656055235,495419.951670588,37,2023-03-21 12:55:31
"13",74,107022.775993941,478441.571827165,37,2023-03-21 12:55:31
"14",41,115267.776925018,473292.836515465,37,2023-03-21 12:55:31
"15",126,142342.647250603,486080.803227746,37,2023-03-21 12:55:31
"16",79,140924.654663215,471232.739759197,37,2023-03-21 12:55:31
"17",31,109622.866917983,478464.802574617,37,2023-03-21 12:55:31
"18",115,122994.69917805,483236.690201118,37,2023-03-21 12:55:31
"19",28,120117.566018373,490052.69762851,37,2023-03-21 12:55:31
"20",88,112618.658621724,500076.151293988,37,2023-03-21 12:55:31
"21",12,117432.641444193,471664.803760995,37,2023-03-21 12:55:31
"22",38,114646.431629268,484053.432570337,37,2023-03-21 12:55:31
"23",36,100729.160582365,497591.407457375,37,2023-03-21 12:55:31
"24",3,123654.056187758,468807.327562734,37,2023-03-21 12:55:31
"25",131,98621.0775550799,478715.68469776,37,2023-03-21 12:55:31
"26",132,102716.171418786,468813.384417515,37,2023-03-21 12:55:31
"27",77,107728.677380881,480880.438532494,37,2023-03-21 12:55:31
"28",55,123536.618365233,488605.851087815,37,2023-03-21 12:55:31
"29",112,122181.741520933,490105.53776324,37,2023-03-21 12:55:31
"30",33,140344.192772,475618.362410114,37,2023-03-21 12:55:31
"31",92,131488.508116521,503160.978665065,37,2023-03-21 12:55:31
"32",105,104096.204768411,475471.327419448,37,2023-03-21 12:55:31
"33",91,129423.589522326,483620.006973909,37,2023-03-21 12:55:31
"34",122,118004.73912668,506947.870236956,37,2023-03-21 12:55:31
"35",72,136252.236970527,468992.89583573,37,2023-03-21 12:55:31
"36",26,118529.504584391,490044.074281994,37,2023-03-21 12:55:31
"37",24,114331.54082827,489611.722729622,37,2023-03-21 12:55:31
"1",31,109622.837567855,478462.549270453,65,2023-03-21 13:11:45
"2",128,140570.870800957,486290.217141092,65,2023-03-21 13:11:45
"3",112,122181.716644605,490106.883819932,65,2023-03-21 13:11:45
"4",91,129423.590393806,483623.183603022,65,2023-03-21 13:11:45
"5",105,104096.185330643,475468.871448872,65,2023-03-21 13:11:45
"6",54,108909.15677386,479004.396946596,65,2023-03-21 13:11:45
"7",26,118529.600771433,490044.513913563,65,2023-03-21 13:11:45
"8",3,123654.031464683,468808.523844339,65,2023-03-21 13:11:45
"9",78,134132.453569443,501708.166492071,65,2023-03-21 13:11:45
"10",74,107022.823811792,478441.253473344,65,2023-03-21 13:11:45
"11",71,136791.687373765,474549.108508496,65,2023-03-21 13:11:45
"12",35,115906.50685586,472907.050406146,65,2023-03-21 13:11:45
"13",109,126475.190591639,482668.424284205,65,2023-03-21 13:11:45
"14",122,118004.655499209,506950.799197396,65,2023-03-21 13:11:45
"15",33,140344.08785751,475622.097586667,65,2023-03-21 13:11:45
"16",131,98621.0892187248,478719.149336278,65,2023-03-21 13:11:45
"17",59,117548.835294596,477553.320598786,65,2023-03-21 13:11:45
"18",87,125020.209887064,483278.488022612,65,2023-03-21 13:11:45
"19",77,107728.699188926,480880.746862033,65,2023-03-21 13:11:45
"20",1,127087.653580732,476512.298366584,65,2023-03-21 13:11:45
"21",73,114270.692769345,474345.497057816,65,2023-03-21 13:11:45
"22",56,138444.384484951,469485.560412856,65,2023-03-21 13:11:45
"23",93,141526.511852768,470240.085846829,65,2023-03-21 13:11:45
"24",115,122994.700442211,483238.419359505,65,2023-03-21 13:11:45
"25",53,124496.146569943,479382.978018849,65,2023-03-21 13:11:45
"26",24,114331.614923018,489609.569656708,65,2023-03-21 13:11:45
"27",60,118032.779853739,483976.676594409,65,2023-03-21 13:11:45
"28",29,117792.126509542,490350.161784256,65,2023-03-21 13:11:45
