"1",6.56614995409348,115,2023-03-22 09:44:04,2023-03-24 01:30:11
"2",6.1107157300786,115,2023-03-22 09:44:04,2023-03-24 01:30:11
"1",6.76029218079462,111,2023-03-22 09:44:04,2023-03-24 01:33:00
"2",6.11457476489047,111,2023-03-22 09:44:04,2023-03-24 01:33:00
"1",6.77580756348407,113,2023-03-22 09:44:04,2023-03-24 02:10:27
"2",6.11101468743278,113,2023-03-22 09:44:04,2023-03-24 02:10:27
"1",6.61335926425175,114,2023-03-22 09:44:03,2023-03-24 02:32:43
"2",6.11081896318539,114,2023-03-22 09:44:03,2023-03-24 02:32:43
"1",6.29953767410243,112,2023-03-22 09:44:04,2023-03-24 02:39:20
"2",6.16123768171854,112,2023-03-22 09:44:04,2023-03-24 02:39:20
"1",6.53276824597831,116,2023-03-22 09:44:04,2023-03-24 02:46:04
"2",6.11456151872151,116,2023-03-22 09:44:04,2023-03-24 02:46:04
"1",6.29134821198621,117,2023-03-22 09:44:04,2023-03-24 03:53:14
"2",6.11082278021562,117,2023-03-22 09:44:04,2023-03-24 03:53:14
"1",6.54311360121122,118,2023-03-22 09:44:04,2023-03-24 04:31:00
"2",6.11486248686705,118,2023-03-22 09:44:04,2023-03-24 04:31:00
"1",6.62097542278627,119,2023-03-22 09:44:04,2023-03-24 04:38:35
"2",6.11081896318539,119,2023-03-22 09:44:04,2023-03-24 04:38:35
"1",6.52491600671436,120,2023-03-22 09:44:03,2023-03-24 05:16:42
"2",6.1107157300786,120,2023-03-22 09:44:03,2023-03-24 05:16:42
"1",6.26374112939997,121,2023-03-22 09:44:03,2023-03-24 06:07:44
"2",6.11091140019495,121,2023-03-22 09:44:03,2023-03-24 06:07:44
"1",6.53899220598305,122,2023-03-22 09:44:03,2023-03-24 06:26:53
"2",6.11101468743278,122,2023-03-22 09:44:03,2023-03-24 06:26:53
"1",6.6509082380513,124,2023-03-22 09:44:04,2023-03-24 07:01:19
"2",6.1107157300786,124,2023-03-22 09:44:04,2023-03-24 07:01:19
"1",6.53599426074064,123,2023-03-22 09:44:04,2023-03-24 07:05:35
"2",6.1107157300786,123,2023-03-22 09:44:04,2023-03-24 07:05:35
"1",6.55016526349884,126,2023-03-22 09:44:04,2023-03-24 07:19:07
"2",6.11071954710351,126,2023-03-22 09:44:04,2023-03-24 07:19:07
"1",6.53189557536268,128,2023-03-22 09:44:04,2023-03-24 07:21:14
"2",6.1107157300786,128,2023-03-22 09:44:04,2023-03-24 07:21:14
"1",6.52803712989143,125,2023-03-22 09:44:04,2023-03-24 07:37:10
"2",6.1107157300786,125,2023-03-22 09:44:04,2023-03-24 07:37:10
"1",6.76002134295095,127,2023-03-22 09:44:03,2023-03-24 07:42:45
"2",6.11456151872151,127,2023-03-22 09:44:03,2023-03-24 07:42:45
"1",6.53484856033857,129,2023-03-22 09:44:03,2023-03-24 09:40:30
"2",6.1107157300786,129,2023-03-22 09:44:03,2023-03-24 09:40:30
"1",6.51790054855588,133,2023-03-22 09:44:03,2023-03-24 10:01:43
"2",6.11101468743278,133,2023-03-22 09:44:03,2023-03-24 10:01:43
"1",6.59151177970581,131,2023-03-22 09:44:04,2023-03-24 10:18:25
"2",6.11101468743278,131,2023-03-22 09:44:04,2023-03-24 10:18:25
"1",6.54470819923483,130,2023-03-22 09:44:03,2023-03-24 10:20:16
"2",6.1107157300786,130,2023-03-22 09:44:03,2023-03-24 10:20:16
