"nHubs","initialTemp"
1,0.001
2,10.4126604665367
3,17.7245421846748
4,7.03436878978547
5,4.09496402579304
6,3.63974872706254
7,7.88787730630059
8,7.58050629272159
9,6.84501336856752
10,3.63295609090873
11,4.72201680132659
12,5.96552529783159
13,2.91524358649139
14,3.91521513300573
15,6.29865514306764
16,4.9496878143612
17,3.35773865460562
18,1.53824906931899
19,3.3771933669647
20,6.0003486510167
21,4.22810200613953
22,3.32427622815368
23,4.52043443976138
24,5.08017193996012
25,4.15711352925218
26,4.98723633497281
27,5.08959561244477
28,5.7751233019881
29,3.87695775942185
30,3.56635424555903
31,4.87720194488028
32,3.51351612157578
33,3.71919382538458
34,4.5958021688856
35,2.99485551791164
36,5.16435569255196
37,3.2239528684426
38,3.76999656232645
39,3.15861973505863
40,2.40800876530481
41,3.8671098251084
42,5.82321721075824
43,3.0078968722066
44,2.90191718914411
45,3.02016445112994
46,3.38009457226806
47,2.8220832265488
48,2.70728255879352
49,2.96558588329846
50,2.23425992763904
51,3.74537129275183
52,3.97776108068566
53,3.20302779634608
54,3.74421902840232
55,3.89209395356829
56,2.53390638028537
57,4.65897026358142
58,3.40828700579361
59,2.22494729367154
60,3.7931341124628
61,2.49112653757831
62,3.76156452515114
63,3.04370821028729
64,5.17830831354491
65,1.87571692565027
66,0.803805565048847
67,4.60191294593769
68,3.00525636694035
69,3.58746292915063
70,2.4398521312888
71,3.82464478344341
72,2.30890406062738
73,3.63673827896893
74,1.55502120064311
75,3.62969531040449
76,2.11484622665357
77,4.53716102200652
78,2.04585644850266
79,2.40087475753436
80,2.03561637919189
81,2.42417370536351
82,3.06474640617527
83,3.07108907335168
84,0.684841586872481
85,6.02411707457988
86,3.70010096395645
87,2.62005110708686
88,0.692339898730995
89,2.69637747840049
90,5.10801439251248
91,0.72754258965089
92,3.35363143327171
93,1.31166935020429
94,3.44212494290416
95,4.28897473291329
96,3.16185028214719
97,4.42805187406835
98,3.34246686692638
99,0.842593256970798
100,1.275674646647
101,0.884430698895253
102,5.06082772191655
103,0.866283921050417
104,3.24160619463314
105,1.84695014832835
106,3.43283432640883
107,3.46309798171535
108,0.48826455903556
109,0.984344017764301
110,4.80547063602211
111,5.41294906320044
112,2.85966211551488
113,3.3546614614103
114,0.806916187511628
115,0.995372538973553
116,1.557067793551
117,3.06935597363955
118,3.10383323799279
119,3.24940339369977
120,2.86215397797449
121,3.36028260252538
122,3.01889807577757
123,2.89381920491973
124,2.88353803187269
125,3.47337457003541
126,2.68610280937703
127,0.859957010190041
128,3.49770250960007
129,3.03551552070404
130,3.30826769625462
131,0.817398239168631
132,2.87429630642658
133,3.08817687466759
134,3.07787264371177
135,2.91588633076696
