"1",80,99321.3113875071,474281.044282795,2,2023-03-18 08:58:30
"2",117,121316.970889221,490552.702185769,2,2023-03-18 08:58:30
"1",86,140161.311477131,472429.105374546,3,2023-03-18 08:58:31
"2",109,126475.165218304,482668.57969357,3,2023-03-18 08:58:31
"3",4,129052.494726503,470348.199040444,3,2023-03-18 08:58:31
"1",84,112811.642434879,484677.830351517,11,2023-03-18 09:04:35
"2",101,110903.454563227,478831.989575326,11,2023-03-18 09:04:35
"3",90,106237.559825181,499280.994100206,11,2023-03-18 09:04:35
"4",127,141511.995773071,484847.747120847,11,2023-03-18 09:04:35
"5",111,112954.068755051,482994.35731128,11,2023-03-18 09:04:35
"6",43,112553.721512009,489825.566328099,11,2023-03-18 09:04:35
"7",21,113217.656033907,474649.090699144,11,2023-03-18 09:04:35
"8",20,117516.247343052,493043.10177604,11,2023-03-18 09:04:35
"9",31,109622.831312561,478464.162088425,11,2023-03-18 09:04:35
"10",73,114270.627413077,474341.019693942,11,2023-03-18 09:04:35
"11",38,114646.451377946,484054.909537098,11,2023-03-18 09:04:35
"1",28,120117.583112867,490051.787517806,2,2023-03-18 09:05:54
"2",136,100415.145826281,479516.13540034,2,2023-03-18 09:05:54
"1",94,115908.673784334,495421.349644765,4,2023-03-18 09:07:34
"2",22,103386.524774476,483071.682129607,4,2023-03-18 09:07:34
"3",10,140714.952664261,484865.324641875,4,2023-03-18 09:07:34
"4",100,119534.66633207,490022.284260604,4,2023-03-18 09:07:34
"1",100,119534.672302863,490017.8539148,3,2023-03-18 09:08:20
"2",22,103386.428951843,483071.952535084,3,2023-03-18 09:08:20
"3",11,139818.188396438,484094.531542516,3,2023-03-18 09:08:20
"1",139,140736.758703028,484409.002665103,5,2023-03-18 09:11:56
"2",50,119091.960054635,488446.793742889,5,2023-03-18 09:11:56
"3",22,103386.452288408,483068.48772402,5,2023-03-18 09:11:56
"4",114,123746.681138807,483450.011000496,5,2023-03-18 09:11:56
"5",68,116544.234154214,497965.46406271,5,2023-03-18 09:11:56
"1",11,139818.2005898,484096.795109946,6,2023-03-18 09:12:18
