"1",8.96580320003591,2,2023-03-21 10:54:30
"2",8.15862669647742,2,2023-03-21 10:54:30
"1",9.57265724663309,3,2023-03-21 10:57:00
"2",7.58154929994049,3,2023-03-21 10:57:00
